Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,22-3537421,7,22-3537421,MILLENIUM HOME MORTGAGE,40 BALDWIN ROAD,PARSIPPANY,NJ,07054,,,,,,MILLENIUM HOME MORTGAGE LLC,PARSIPPANY,NJ,12315,3,2,833,N
2015,22-3554558,7,22-3554558,AMERICAN FINANCIAL RESOURCES,9 SYLVAN WAY,PARSIPPANY,NJ,07054,,,,,,AMERICAN FINANCIAL RESOURCES,PARSIPPANY,NJ,10000,3,2,27291,N
2015,22-3603829,7,22-3603829,ABSOLUTE HOME MORTGAGE CORPORA,278 BROWERTOWN ROAD,WOODLAND PARK,NJ,07424,,,,,,ABSOLUTE HOME MORTGAGE CORP,WOODLAND PARK,NJ,23380,3,2,2652,N
2015,22-3626334,7,22-3626334,KWIK MORTGAGE CORP,1 CRAGWOOD ROAD  SUITE 103A,SOUTH PLAINFIELD,NJ,07080,,,,,,KWIK MORTGAGE CORPORATION,SOUTH PLAINFIELD,NJ,2500000,3,2,563,N
2015,22-3626426,7,22-3626426,ADVISORS MORTGAGE GROUP  LLC,1411 HIGHWAY 35,OCEAN,NJ,07712,,,,,,ADVISORS MORTGAGE GROUP  LLC,OCEAN,NJ,18193,3,2,2929,N
2015,22-3665409,7,22-3665409,ATLANTIC HOME LOANS  INC.,20 CHAPIN ROAD  UNIT 1013A  PO BOX 2006,PINE BROOK,NJ,07058,,,,,,ATLANTIC HOME LOANS INC.,PINE BROOK,NJ,10000,3,2,2923,N
2015,22-3682843,7,22-3682843,FIRST HALLMARK MORTGAGE CORP,1 EXECUTIVE DRIVE STE 130,SOMERSET,NJ,08873,,,,,,FIRST HALLMARK MORTGAGE CORP,SOMERSET,NJ,8947,3,2,529,N
2015,22-3747694,7,22-3747694,MLD MORTGAGE  INC,30B VREELAND ROAD,FLORHAM PARK,NJ,07932,,,,,,MLD MORTGAGE INC.,FLORHAM PARK,NJ,11886522,3,2,6571,N
2015,22-3753355,7,22-3753355,ATLANTIC PACIFIC MORTGAGE CORP,302 FELLOWSHIP ROAD  SUITE 110,MT. LAUREL,NJ,08054,,,,,,ATLANTIC PACIFIC MORTGAGE CORP,MT. LAUREL,NJ,10000,3,2,1513,N
2015,22-3887207,7,22-3887207,NEW DAY FINANCIAL  LLC,8160 MAPLE LAWN BOULEVARD  SUITE 300,FULTON,MD,20759,CHRYSALIS HOLDINGS  LLC,8160 MAPLE LAWN BOULEVARD  SUITE 300,FULTON,MD,20759,NEWDAY FINANCIAL  LLC,FULTON,MD,4088336,3,3,60753,N
2015,22-3932984,7,22-3932984,VINSON MORTGAGE SERVICES INC,12801 FLUSHING MEADOWS DRIVE,ST. LOUIS,MO,63131,,,,,,VINSON MORTGAGE SERVICES,ST. LOUIS,MO,10000,3,7,1405,N
2015,23-2438194,7,23-2438194,HAMILTON NATIONAL MORTGAGE COM,1275 DRUMMERS LANE  SUITE 105,WAYNE,PA,19087,,,,,,HAMILTON NATIONAL MORTGAGE COM,WAYNE,PA,10000,3,3,515,N
2015,23-2470039,7,23-2470039,CARDINAL FINANCIAL COMPANY  LP,3701 ARCO CORPORATE DRIVE  SUITE 200,CHARLOTTE,NC,28273,,,,,,CARDINAL FINANCIAL COMPANY,CHARLOTTE,NC,10000,3,4,29933,N
2015,23-2711801,7,23-2711801,BOULEVARD MORTGAGE CO. OF PA,3569 BRISTOL PIKE  BLDG 2,BENSALEM,PA,19020,,,,,,AAKO INC,BENSALEM,PA,19000,3,3,426,N
2015,23-2769131,7,23-2769131,FINANCE OF AMERICA MORTGAGE LL,300 WELSH ROAD  BUILDING 5,HORSHAM,PA,19044,FINANCE OF AMERICA HOLDINGS LL,8909 S. YALE  AVE,TULSA,OK,74137,FINANCE OF AMERICA MORTGAGE,HORSHAM,PA,10000,3,3,23489,N
2015,23-2983299,7,23-2983299,AGCHOICE FARM CREDIT  ACA,900 BENT CREEK BOULEVARD,MECHANICSBURG,PA,17050,,,,,,AGCHOICE FARM CREDIT  ACA,MECHANICSBURG,PA,12000,3,3,416,N
2015,2317700005,7,20-2031771,PHH HOME LOANS,1 MORTGAGE WAY 2ND FLOOR,MT  LAUREL,NJ,08054,PHH BROKER PARTNER CORPORATION,1 MORTGAGE WAY,MT  LAUREL,NJ,08054,PHH HOME LOANS LLC,MT. LAUREL,NJ,4597939,3,2,25639,N
2015,2328500008,7,20-0321413,MILLENNIUM FINANCIAL GROUP  IN,8803 BALTIMORE NATIONAL PIKE,MIDDLETOWN,MD,21769,,,,,,MILLENNIUM FINANCIAL GROUP INC,MIDDLETOWN,MD,199194,3,3,221,N
2015,2439300004,7,74-2860772,CAPSTAR LENDING LLC,6836 AUSTIN CENTER BLVD #110,AUSTIN,TX,78731,,,,,,CAPSTAR LENDING  LLC,AUSTIN,TX,500,3,6,1409,N
2015,25-1567314,7,25-1567314,AMERICAN FINANCIAL MORTGAGE CO,1121 BOYCE ROAD  STE 1700,PITTSBURGH,PA,15241,,,,,,AMERICAN FINANCIAL MORTGAGE CO,PITTSBURGH,PA,4727,3,3,131,N
2015,25-1613078,7,25-1613078,SAIL MORTGAGE CORP,11269 PERRY HWY - STE 135,WEXFORD,PA,15090,,,,,,SAIL MORTGAGE CORP,WEXFORD,PA,12309,3,3,587,N
2015,25-1629231,7,25-1629231,KEYSTONE FINANCIAL SERVICES,6101 BABCOCK BLVD,PITTSBURGH,PA,15237,,,,,,KEYSTONE FINANCIAL SERVICES,PITTSBURGH,PA,10000,3,3,151,N
2015,26-0012825,7,26-0012825,CHU & ASSOCIATES  INC,3452 EAST FOOTHILL BLVD SUITE 410,PASADENA,CA,91107,,,,,,CHU & ASSOCIATES  INC. DBA FID,PASADENA,CA,150000,3,9,210,N
2015,26-0021318,7,26-0021318,AMERISAVE MORTGAGE CORPORATION,3525 PIEDMONT RD NE  8 PIEDMONT CTR #600,ATLANTA,GA,30305,,,,,,AMERISAVE MORTGAGE CORPORATION,ATLANTA,GA,8994122,3,4,32144,N
2015,26-0084919,7,26-0084919,VICTORIAN FINANCE  LLC,212 WASHINGTON AVE  SUITE 300,BRIDGEVILLE,PA,15017,,,,,,VICTORIAN FINANCE LLC,BRIDGEVILLE,PA,12167,3,3,2767,N
2015,26-0335190,7,26-0335190,DIRECTORS FINANCIAL GROUP,3101 W. COAST HWY  #401,NEWPORT BEACH,CA,92663,,,,,,DIRECTORS FINANCIAL GROUP,CORONA DEL MAR,CA,100000,3,9,923,N
2015,26-0360466,7,26-0360466,BAY EQUITY LLC,28 LIBERTY SHIPWAY SUITE 2800,SAUSALITO,CA,94965,,,,,,BAY EQUITY LLC,SAN FRANCISCO,CA,12210,3,9,16109,N
2015,26-0362771,7,26-0362771,PLANET HOME LENDING  LLC,321 RESEARCH PARKWAY 3RD FLR,MERIDEN,CT,06450,,,,,,PLANET HOME LENDING  LLC,MERIDEN,CT,50442,3,1,9205,N
2015,26-0399209,7,26-0399209,FC LENDING  LTD.,11011 RICHMOND AVE  SUITE 131,HOUSTON,TX,77042,,,,,,FC LENDING  LTD.,HOUSTON,TX,548,3,6,374,N
2015,26-0402100,7,26-0402100,SENTE MORTGAGE,901 S MOPAC FRWY IV-125,AUSTIN,TX,78746,,,,,,SENTE MORTGAGE,AUSTIN,TX,1000000,3,6,2192,N
2015,26-0423240,7,26-0423240,KONDAUR CAPITAL CORP,333 S. ANITA DR  SUITE 400,ORANGE,CA,92868,,,,,,KONDAUR CAPITAL CORPORATION,ORANGE,CA,54713,3,9,643,N
2015,26-0455770,7,26-0455770,AXIA FINANCIAL  LLC,1120 112TH AVE NE SUITE 600,BELLEVUE,WA,98004,,,,,,AXIA FINANCIAL  LLC,BELLEVUE,WA,40000,3,10,4532,N
2015,26-0508430,7,26-0508430,RPM MORTGAGE INC,3236 STONE VALLEY RD WEST,ALAMO,CA,94507,,,,,,RPM MORTGAGE INC,ALAMO,CA,62000,3,9,13179,N
2015,26-0595342,7,26-0595342,MOVEMENT MORTGAGE  LLC,841 SEAHAWK CIRCLE,VIRGINIA BEACH,VA,23452,,,,,,MOVEMENT MORTGAGE  LLC,VIRGINIA BEACH,VA,10000,3,3,58556,N
2015,26-0707492,7,26-0707492,JMAC LENDING  INC.,16782 VON KARMAN AVE #12,IRVINE,CA,92606,,,,,,JMAC  LENDING  INC,IRVINE,CA,1000000,3,9,7024,N
2015,26-0728895,7,26-0728895,CSTONE MORTGAGE  INC.,4545 MURPHY CANYON RD.  SUITE 213,SAN DIEGO,CA,92123,,,,,,CSTONE MORTGAGE  INC.,SAN DIEGO,CA,9184178,3,9,627,N
2015,26-0758174,7,26-0758174,SECURE LENDING SOLUTIONS  INC.,266 HARRISTOWN ROAD - SUITE 304,GLEN ROCK,NJ,07452,,,,,,SECURE LENDING SOLUTIONS  INC.,GLEN ROCK,NJ,250,3,2,227,N
2015,26-0777326,7,26-0777326,ACOPIA  LLC,306 NORTHCREEK BLVD STE 100,GOODLETTSVILLE,TN,37072,,,,,,ACOPIA LLC,GOODLETTSVILLE,TN,100000,3,4,7796,N
2015,26-0813134,7,26-0813134,R P FUNDING  INC,500 WINDERLEY PLACE SUITE 300,MAITLAND,FL,32751,,,,,,R P FUNDING  INC.,MAITLAND,FL,2578,3,4,4740,N
2015,26-1117897,7,26-1117897,BANKERS MORTGAGE LENDING,1300 SAWGRASS CORPORATE PARKWAY  STE 130,SUNRISE,FL,33323,,,,,,BANKERS MORTGAGE LENDING  INC.,SUNRISE,FL,3070,3,4,604,N
2015,26-1195833,7,26-1195833,CITIZENS HOME LOANS OF AMERICA,7601 PARAGON RD.  SUITE 202,DAYTON,OH,45459-8984,JAM UNLIMITED,7601 PARAGON RD.  SUITE 106,DAYTON,OH,45459-8984,CITIZENS HOME LOANS OF AMERICA,DAYTON,OH,1500,3,5,1333,N
2015,26-1234082,7,26-1234082,CATALYST LENDING  INC.,6530 S YOSEMITE STREET  SUITE 310,GREENWOOD VILLAGE,CO,80111,,,,,,CATALYST LENDING INC,GREENWOOD VILLAGE,CO,410214,3,8,1340,N
2015,26-1242154,7,26-1242154,MOUNT OLYMPUS MORTGAGE COMPANY,2600 MICHELSON DR.  #600,IRVINE,CA,92612,,,,,,MOUNT OLYMPUS MORTGAGE COMPANY,IRVINE,CA,10000,3,9,812,N
2015,26-1442480,7,26-1442480,WESTERN BANCORP,5671 SANTA TERESA BLVD. STE 100,SAN JOSE,CA,95123,,,,,,WESTERN BANCORP,SAN JOSE,CA,5236,3,9,1704,N
2015,26-1589507,7,26-1589507,GENEVA FINANCIAL  LLC,1018 E GUADALUPE ROAD,TEMPE,AZ,85283,,,,,,GENEVA FINANCIAL  LLC,TEMPE,AZ,7113654,3,9,1124,N
2015,26-1749578,7,26-1749578,PRUDLER FUNDING,401 WATT AVE STE 5,SACRAMENTO,CA,95864,,,,,,PRUDLER FUNDING,SACRAMENTO,CA,123553,3,9,203,N
2015,26-1773722,7,26-1773722,ROYAL UNITED MORTGAGE,7999 KNUE RD,INDIANAPOLIS,IN,46250,,,,,,ROYAL UNITED MORTGAGE LLC,INDIANAPOLIS,IN,1000000,3,5,9059,N
2015,26-2049351,7,26-2049351,PENNYMAC LOAN SERVICES LLC,6101 CONDOR DRIVE SUITE 200,MOORPARK,CA,93021,PNMAC  LLC,6101 CONDOR DRIVE  3RD FLOOR,MOORPARK,CA,93021,PENNYMAC LOAN SERVICES LLC,MOORPARK,CA,39000,3,9,181306,N
2015,26-2053389,7,26-2053389,EQUITY LOANS LLC,5 CONCOURSE PKWY  STE 2250,ATLANTA,GA,30328,,,,,,EQUITY LOANS  LLC,ATLANTA,GA,603,3,4,4874,N
2015,26-2195788,7,26-2195788,FAIRWAY ASSET CORPORATION,414 HUNGERFORD DR 104,ROCKVILLE,MD,20850,,,,,,FAIRWAY ASSET CORPORATION,ROCKVILLE,MD,0,3,3,438,N
2015,26-2261031,7,26-2261031,RELIANCE FIRST CAPITAL LLC,201 OLD COUNTRY ROAD SUITE 205,MELVILLE,NY,11747,RELIANCE HOLDINGS LLC,780 3RD AVENUE,NEW YORK,NY,11017,RELIANCE FIRST CAPITAL LLC,MELVILLE,NY,100000,3,2,41064,N
2015,26-2429669,7,26-2429669,WOLFE FINANCIAL  INC.,191 H NC HIGHWAY 42 N,ASHEBORO,NC,27203,,,,,,WOLFE FINANCIAL  INC.,ASHEBORO,NC,10000,3,4,2324,N
2015,26-2580840,7,26-2580840,SECURITY AMERICA MORTGAGE  INC,7514 SHADYVILLA LN  STE A,HOUSTON,TX,77055,,,,,,SECURITY AMERICA MORTGAGE,HOUSTON,TX,50984,3,6,362,N
2015,26-2597540,7,26-2597540,MATTAMY HOME FUNDING  LLC,495 N. KELLER ROAD  SUITE 550A,MAITLAND,FL,32751,,,,,,MATTMY HOME FUNDING,MAITLAND,FL,10000,3,4,1324,N
2015,26-2637667,7,26-2637667,MORTGAGE CAPITAL PARTNERS  INC,12400 WILSHIRE BLVD SUITE 900,LOS ANGELES,CA,90025,,,,,,MORTGAGE CAPITAL PARTNERS INC.,LOS ANGELES,CA,27636,3,9,1601,N
2015,26-2689428,7,26-2689428,NEIGHBORHOOD MORTGAGE SOLUTION,PO BOX 209 580 N MAIN ST,FRANKENMUTH,MI,48734,,,,,,NEIGHBORHOOD MORTGAGE SOLUTION,FRANKENMUTH,MI,77551,3,5,4773,N
2015,26-2851612,7,26-2851612,PLATINUM FINANCIAL FUNDING  LL,1913 GUNBARREL ROAD STE 11,CHATTANOOGA,TN,37421,,,,,,PLATINUM FINANCIAL FUNDING  LL,CHATTANOOGA,TN,1071,3,4,617,N
2015,26-2916887,7,26-2916887,BELLWETHER ENTERPRISE REAL EST,1360 E. 9TH STREET  SUITE 300,CLEVELAND,OH,44114,,,,,,BELLWETHER ENTERPRISE REAL EST,CLEVELAND,OH,105892180,3,5,112,N
2015,26-2926983,7,26-2926983,CAMBRIA MORTGAGE,11000 W 78TH STREET  SUITE 300,EDEN PRAIRIE,MN,55344,,,,,,CAMBRIA FINANCIAL GROUP  LLC,EDEN PRAIRIE,MN,7380,3,5,1810,N
2015,26-3061513,7,26-3061513,THE RAMA FUND,26901 AGOURA ROAD  STE 250,CALABASAS,CA,91301,,,,,,THE RAMA FUND  LLC,CALABASAS,CA,104104466,3,9,158,N
2015,26-3264687,7,26-3264687,AMERICAN LENDING INC,5199 E. PACIFIC COAST HWY SUITE 410,LONG BEACH,CA,90804-3382,,,,,,AMERICAN LENDING INC.,LONG BEACH,CA,2500,3,9,531,N
2015,26-3295749,7,26-3295749,GMH MORTGAGE SERVICES LLC,625 W RIDGE PIKE  BUILDING C  SUITE 100,CONSHOHOCKEN,PA,19428,,,,,,GMH MORTGAGE SERVICES LLC,CONSHOHOCKEN,PA,0,3,3,4791,N
2015,26-3778759,7,26-3778759,THE FLORIDA MORTGAGE FIRM,2216 S. ALEXANDER ST.,PLANT CITY,FL,33563,PLANT CITY MORTGAGE CORP.,2216 S. ALEXANDER ST.,PLANT CITY,FL,33563,PLANT CITY MORTGAGE CORP,PLANT CITY,FL,211010,3,4,108,N
2015,26-3780954,7,26-3780954,PREMIA MORTGAGE  LLC,5480 CORPORATE DRIVE SUITE 240,TROY,MI,48098,,,,,,PREMIA MORTGAGE LLC,TROY,MI,608779509,3,5,3569,N
2015,26-3943038,7,26-3943038,RESMAC  INC.,6501 CONGRESS AVE  2ND FLOOR,BOCA RATON,FL,33487,,,,,,RESMAC  INC.,BOCA RATON,FL,5479,3,4,4515,N
2015,26-3958508,7,26-3958508,COASTAL FUNDING SLC,735 TANK FARM ROAD SUITE 210,SAN LUIS OBISPO,CA,93401,,,,,,COASTAL FUNDING SLC,SAN LUIS OBISPO,CA,12409,3,9,570,N
2015,26-4193875,7,26-4193875,ISERVE RESIDENTIAL LENDING LLC,15015 AVENUE OF SCIENCE SUITE 250,SAN DIEGO,CA,92128,,,,,,ISERVE RESIDENTIAL LENDING LLC,SAN DIEGO,CA,35257,3,9,2574,N
2015,26-4221599,7,26-4221599,MDE HOME LOANS  LLC,766 SHREWSBURY AVENUE - EAST BLDG SUITE,TINTON FALLS,NJ,07724,MDE FUNDING,766 SHREWSBURY AVENUE - EAST BLDG SUITE,TINTON FALLS,NJ,07724,MDE HOME LOANS  LLC,TINTON FALLS,NJ,2148,3,2,363,N
2015,26-4461592,7,26-4461592,HANCOCK MORTGAGE PARTNERS  LLC,ONE SUGAR CREEK CENTER BLVD. STE 1000,SUGAR LAND,TX,77478,,,,,,HANCOCK MORTGAGE PARTNERS,SUGARLAND,TX,216152,3,6,1053,N
2015,26-4558390,7,26-4558390,U S WIDE FINANCIAL LLC,2200 WESTPORT PLAZA DRIVE - SUITE 301,ST LOUIS,MO,63146,,,,,,US WIDE FINANCIAL  LLC,ST. LOUIS,MO,1000000,3,7,398,N
2015,26-4599244,7,26-4599244,LOANDEPOT.COM  LLC,26642 TOWNE CENTRE DR.,FOOTHILL RANCH,CA,92610,,,,,,LOANDEPOT.COM,FOOTHILL RANCH,CA,138031,3,9,388484,N
2015,26-4803398,7,26-4803398,BOND STREET MORTGAGE  LLC,115 WEST CENTURY ROAD,PARAMUS,NJ,07652,,,,,,BOND STREET MORTGAGE  LLC,SOUTH PARAMUS,NJ,744,3,2,601,N
2015,26-9330007,7,26-9330007,CU HOME MORTGAGE SOLUTIONS  LL,11027 MERIDIAN AVE N  SUITE 102,SEATTLE,WA,98133,,,,,,CU HOME MORTGAGE SOLUTIONS LLC,SEATTLE,WA,438012,3,10,1138,N
2015,27-0019832,7,27-0019832,LEGACY MORTGAGE  LLC,6725 ACADEMY RD NE,ALBUQUERQUE,NM,87109,,,,,,LEGACY MORTGAGE  LLC,ALBUQUERUE,NM,1000000,3,6,1303,N
2015,27-0022323,7,27-0022323,FLORIDA HOME TRUST MORTGAGE,17110 ROYAL PALM BLVD #2,WESTON,FL,33326,FACEBANK INTERNATIONAL,VALENCIA BUILDING NO.1   SUITE 600 ,GUAYNABO,PR,00968,FLORIDA HOME TRUST MORTGAGE,WESTON,FL,0,3,4,190,N
2015,27-0191461,7,27-0191461,CONSUMER LOAN SERVICES  LLC,PO BOX 2527,LA CROSSE,WI,54603,ADVANTAGE FINANCIAL SERVICES,811 MONITOR STREET,LA CROSSE,WI,54603,CONSUMER LOAN SERVICES,LA CROSSE,WI,10000,3,5,1242,N
2015,27-0202259,7,27-0202259,MORTGAGE ASSURANCE INC.,1200 ASHWOOD PKWY. STE 200,ATLANTA,GA,30338,,,,,,MORTGAGE ASSURANCE INC,ATLANTA,GA,3711533,3,4,1783,N
2015,27-0222046,7,27-0222046,DIAMOND RESIDENTIAL MTG CORP,582 OAKWOOD AVE,LAKE FOREST,IL,60045,,,,,,DIAMOND RESIDENTIAL MTG CORP,LAKE FOREST,IL,12837,3,5,5081,N
2015,27-0267182,7,27-0267182,OGI MORTGAGE BANKERS,6 HUTTON CENTRE DRIVE #1030,SANTA ANA,CA,92707,,,,,,ONY GLO  INC DBA OGI MORTGAGE,LOS ANGELES,CA,989711,3,9,3924,N
2015,27-0349391,7,27-0349391,INTERLINC MORTGAGE SERVICES,10613 W SAM HOUSTON PKWY N.  STE. 200,HOUSTON,TX,77064,,,,,,INTERLINC MORTGAGE SERVICES LL,HOUSTON,TX,21269,3,6,5973,N
2015,27-0730985,7,27-0730985,GREEN HILL FINANCIAL,6547 N. AVONDALE #301D,CHICAGO,IL,60631,,,,,,GREEN HILL FINANCIAL LLC,CHICAGO,IL,13866359,3,5,28,N
2015,27-0746986,7,27-0746986,SCENIC OAKS FUNDING,1156 SCENIC DRIVE SUITE 200,MODESTO,CA,95350,,,,,,SCENIC OAKS FUNDING,MODESTO,CA,582,3,9,1621,N
2015,27-0812934,7,27-0812934,BERKADIA COMMERCIAL MORTG LLC,323 NORRISTOWN ROAD SUITE 300,AMBLER,PA,19002,BERKADIA PRPRIETRY HOLDING LLC,300 NORRISTOWN ROAD SUITE 300,AMBLER,PA,19002,BERKADIA COMMERCIAL MORTGAGE,AMBLER,PA,1173139,3,3,287,N
2015,27-0894121,7,27-0894121,HONOLULU HOMELOANS  INC.,745 FORT STREET  SUITE 1001,HONOLULU,HI,96813,HHL HOLDINGS  INC.,1003 BISHOP STREET  SUITE 2250,HONOLULU,HI,96813,HONOLULU HOMELOANS  INC.,HONOLULU,HI,10000,3,9,1517,N
2015,27-1209306,7,27-1209306,SOUTHERN LENDING SERVICES  LTD,8911 N CAPITAL OF TX HWY  SUITE 4100,AUSTIN,TX,78759,,,,,,SOUTHERN LENDING SERVICES  LTD,AUSTIN,TX,632901,3,6,200,N
2015,27-1839540,7,27-1839540,NXT CAPITAL  LLC,191 N WACKER DR FLOOR 30,CHICAGO,IL,60606,,,,,,NXT CAPITAL  LLC,CHICAGO,IL,533745,3,5,17,N
2015,27-1970388,7,27-1970388,BLG HOLDINGS  INC. DBA SIMPLE,2353 S. LINDEN RD. SUITE A,FLINT,MI,48532,,,,,,BLG HOLDING INC/DBA SIMPLE MOR,FLINT,MI,1781,3,5,703,N
2015,27-2114578,7,27-2114578,ADVISA MORTGAGE SERVICES  LTD.,11011 RICHMOND AVE SUITE 820,HOUSTON,TX,77042,,,,,,ADVISA MORT SVC,HOUSTON,TX,628,3,6,726,N
2015,27-2389039,7,27-2389039,AMERICAN NEIGHBORHOOD MORTGAGE,700 E GATE DR SUITE 400,MOUNT LAUREL,NJ,08054,,,,,,AMERICAN NEIGHBORHOOD MORTGAGE,MOUNT LAUREL,NJ,4464,3,2,12329,N
2015,27-2767591,7,27-2767591,PILLAR MULTIFAMILY  LLC,8245 BOONE BLVD STE 710,VIENNA,VA,22182,,,,,,PILLAR MULTIFAMILY LLC,VIENNA,VA,165990,3,3,139,N
2015,27-2849078,7,27-2849078,FIRSTKEY MORTGAGE  LLC,4 INTERNATIONAL DRIVE  SUITE 110,RYE BROOK,NY,10022,FIRSTKEY HOLDINGS  LLC,4 INTERNATIONAL DRIVE,RYE BROOK,NY,10573,FIRSTKEY MORTGAGE,RYE BROOK,NY,4365,3,2,1991,N
2015,27-3049738,7,27-3049738,CENTENNIAL LENDING GROUP  LLC,1126 HORSHAM ROAD,MAPLE GLEN,PA,19002,,,,,,CENTENNIAL LENDING GROUP  LLC,MAPLE GLEN,PA,17553,3,3,999,N
2015,27-3064521,7,27-3064521,AS IS LENDING INC,23332 MILL CREEK DRIVE #235,LAGUNA HILLS,CA,92653,,,,,,AS IS LENDING INC,LAGUNA HILLS,CA,697,3,9,137,N
2015,27-3095238,7,27-3095238,SIERRA LENDING GROUP,4550 POST OAK PLACE  #244,HOUSTON,TX,77027-3137,SIERRA LENDING GROUP LLC,4550 POST OAK PLACE #244,HOUSTON,TX,77027-3137,SIERRA LENDING GROUP LLC,HOUSTON,TX,1240,3,6,153,N
2015,27-3546086,7,27-3546086,CRITERION MORTGAGE SERVICES  L,24170 US HIGHWAY 281 NORTH,SAN ANTONIO,TX,78258,,,,,,CRITERION MORTGAGE SERVICES,SAN ANTONIO,TX,2471,3,6,140,N
2015,27-3627801,7,27-3627801,GREENWAY MORTGAGE FUNDING CORP,107 TINDALL ROAD,MIDDLETOWN,NJ,07748,,,,,,GREENWAY MORTGAGE FUNDING CORP,MIDDLETOWN,NJ,7907,3,2,1023,N
2015,27-3863726,7,27-3863726,ANGEL OAK HOME LOANS LLC,3060 PEACHTREE ROAD NW SUITE 500,ATLANTA,GA,30305,,,,,,ANGEL OAK FUNDING LLC,ATLANTA,GA,0,3,4,2590,N
2015,27-4023565,7,27-4023565,LAKEVIEW LOAN SERVICING  LLC,4425 PONCE DE LEON BLVD  MS 5-251,CORAL GABLES,FL,33146,,,,,,LAKEVIEW LOAN SERVICING  LLC,CORAL GABLES,FL,1825398,3,4,17860,N
2015,27-4541183,7,27-4541183,MORTGAGE UNLIMITED LLC,222 OUTWATER LANE  STE 4B,GARFIELD,NJ,07026,,,,,,MORTGAGE UNLIMITED LLC,GARFIELD,NJ,1069,3,2,501,N
2015,27-4588183,7,27-4588183,THE HOME LENDING GROUP  LLC,215 KATHERINE DRIVE,FLOWOOD,MS,39232,,,,,,THE HOME LENDING GROUP  LLC,FLOWOOD,MS,22596,3,4,1572,N
2015,27-4605051,7,27-4605051,RICHMAC FUNDING LLC,255 E KELLOGG BOULEVARD SUITE 103,ST. PAUL,MN,55101,,,,,,RICHMAC FUNDING LLC,ST. PAUL,MN,13352530,3,5,17,N
2015,27-4626537,7,27-4626537,LPMC  LLC DBA LANDMARK PROFESS,1255 LEE ST SE,SALEM,OR,97302,,,,,,LPMC LLC,SALEM,OR,5040213,3,10,1212,N
2015,27-5441310,7,27-5441310,SAINT CHARLES MORTGAGE LLC,3301 FAWNWOOD DR,TEXAS CITY,TX,77591,,,,,,SAINT CHARLES MTG LLC,TEXAS CITY,TX,70,3,6,45,N
2015,30-0051894,7,30-0051894,NEWCASTLE HOME LOANS LLC,1700 W CORTLAND STREET #207,CHICAGO,IL,60622,,,,,,NEWCASTLE HOME LOANS LLC/ISAOA,CHICAGO,IL,29707,3,5,1136,N
2015,30-0142226,7,30-0142226,CORRIDOR MORTGAGE GROUP  INC.,11085 STRATFIELD COURT,MARRIOTTSVILLE,MD,21104,,,,,,CORRIDOR MORTGAGE GROUP  INC,MARRIOTTSVILLE,MD,605000,3,3,2244,N
2015,30-0376657,7,30-0376657,MEMBER ADVANTAGE MORTGAGE LLC,3330 BROADMOOR SE  SUITE B,GRAND RAPIDS,MI,49512,CUSO DEVELOPMENT COMPANY LLC,3330 BROADMOOR AVE. SE   SUITE B,GRAND RAPIDS,MI,49512,MEMBER ADVANTAGE MORTGAGE  LLC,GRAND RAPIDS,MI,8810,3,5,839,N
2015,30-0583815,7,30-0583815,RMC MORTGAGE CORPORATION,8660 E. HARTFORD DRIVE SUITE 200A,SCOTTSDALE,AZ,85255,THE RYLAND GROUP,3011 TOWNSGATE ROAD #200,WESTLAKE VILLAGE,CA,91361,RMC MORTGAGE CORPORATION,ALPHARETTA,GA,1652703,3,4,7202,N
2015,30-0809647,7,30-0809647,WILLIAM LYON MORTGAGE  LLC,3420 BRISTOL STREET 6TH FLOOR,COSTA MESA,CA,92626,,,,,,WILLIAM LYON MORTGAGE  LLC,COSTA MESA,CA,1000,3,9,613,N
2015,3000809992,7,16-1639437,K. HOVNANIAN AMERICAN MORTGAGE,3601 QUANTUM BOULDVARD,BOYNTON BEACH,FL,33426,,,,,,K. HOVNANIAN MORTGAGE  INC.,BOYNTON BEACH,FL,31000,3,4,5034,N
2015,3027509990,7,22-2195996,PHH MORTGAGE CORPORATION,1 MORTGAGE WAY,MT LAUREL,NJ,08054,PHH CORPORATION,3000 LEADENHALL ROAD,MT. LAUREL,NJ,08054,PHH MORTGAGE CO,MT. LAUREL,NJ,31000,3,2,36121,N
2015,3028209994,7,22-2302263,WEICHERT FINANCIAL SERVICES,225 LITTLETON ROAD,MORRIS PLAINS,NJ,07950,,,,,,WEICHERT FINANCIAL SERVICES,MORRIS PLAINS,NJ,31000,3,2,5477,N
2015,3030909998,7,22-2498599,ARK MORTGAGE  INC.,1254 STATE ROUTE 27,NORTH BRUNSWICK,NJ,08902,,,,,,ARK MORTGAGE  INC.,NORTH BRUNSWICK,NJ,10000,3,2,366,N
2015,3031309999,7,22-2452617,MOUNTAIN MORTGAGE CORP.,1435 MORRIS AVENUE,UNION,NJ,07083,,,,,,MOUNTAIN MORTGAGE CORP.,UNION,NJ,10000,3,2,143,N
