Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code,LAR Count
2017,0000065578,5,45-0226667,United Savings Credit Union,1001 1st Ave N,Fargo,ND,58102,,,,,,41
2017,0000058508,3,33-1151348,First FarmBank,127 22nd Street,Greeley,CO,80631,,,,,,41
2017,0000057491,3,43-1983078,Bank of Commerce,1601 W Commerce,Duncan,OK,73533,Commerce BanCorp,PO Box 70,Duncan,OK,73534,72
2017,0000009462,3,31-1038216,FARMERS AND MERCHANTS BANK,41 SOUTH FIRST STREET,MIAMISBURG,OH,45342,,,,,,63
2017,0000001281,3,91-0462347,Washington Trust Bank,717 W Sprague Ave,Spokane,WA,99201,,,,,,1982
2017,0000005716,3,58-0239830,FARMERS AND MERCHANTS BANK,"4 NORTH CARTER STREET, PO BOX 187",LAKELAND,GA,31635,FMB BANCSHARES INC,45 W MAIN ST,LAKELAND,GA,31635,456
2017,0000030103,3,21-0517406,MONROE SAVINGS BANK,114 S MAIN STREET,WILLIAMSTOWN,NJ,08094,,,,,,70
2017,0000068391,5,59-0637646,CAMPUS USA CREDIT UNION,14007 NW 1ST ROAD,NEWBERRY,FL,32669,,,,,,1046
2017,0000057463,3,82-0587551,PACIFIC CITY BANK,"3701 WILSHIRE BLVD, #402",LOS ANGELES,CA,90010,PACIFIC CITY FINANCIAL CORP,"3701 WILSHIRE BLVD, #900",LOS ANGELES,CA,90010,304
2017,0000012190,1,74-0844632,"INCOMMONS BANK, N.A.",301 E COMMERCE,MEXIA,TX,76667-0510,,,,,,178
2017,0000034977,3,31-1630721,THE ARLINGTON BANK,200 E. Jackson St,Muncie,IN,47305,,,,,,243
2017,75-2623852,7,75-2623852,INTEGRITY MORTGAGE CORPORATION,8678 SKILLMAN,DALLAS,TX,75243,,,,,,997
2017,0000501105,9,16-0538020,M&T BANK,701 SENECA STREET - SUITE 330N,BUFFALO,NY,14210-1351,M&T BANK CORPORATION,1 M&T PLAZA - 8th Floor,BUFFALO,NY,14203-2399,27707
2017,13-4362989,7,13-4362989,360 Mortgage Group LLC,"11305 Four Points Drive, Bldg 1, #200",Austin,TX,78726,"BJCH, LTD",10801-2 N Mopac Expressway,Austin,TX,78759,9027
2017,0000060137,5,38-0495567,Dow Chemical Employees' Credit Union,600 E. Lyon Road P.O. Box 1649,Midland,MI,48641-1649,,,,,,1194
2017,0000022114,5,38-1565948,Greater Niles Comm Federal,507 E Main St,Niles,MI,49120,Greater Niles Community Federa,507 E Main Street,Niles,MI,49120,166
2017,0000067176,5,39-0936240,FOND DU LAC CREDIT UNION,91 N PIONEER RD,FOND DU LAC,WI,54935,,,,,,115
2017,0000008218,5,04-2158611,Central One FCU,714 Main St,Shrewsbury,MA,01545,,,,,,362
2017,0000025140,1,36-1570375,BANKFINANCIAL NA,21110 South Western Ave,Olympia Fields,IL,60461,BankFinancial Corporation,15W060 North Frontage Road,Burr Ridge,IL,60527,197
2017,0000028701,3,23-0341550,AMBLER SAVINGS BANK,155 EAST BUTLER AVENUE BOX 210,AMBLER,PA,19002-0210,,,,,,139
2017,0000011162,5,91-0672401,SPOKANE FEDERAL CREDIT UNION,601 W MALLON,SPOKANE,WA,99201,,,,,,84
2017,0000028489,3,91-1645638,BANNER BANK,10 South 1st Street,Walla Walla,WA,99362,Banner Corporation,10 S. 1st Street,Walla Walla,WA,99362,5805
2017,0000027237,3,43-1472619,ENTERPRISE BANK & TRUST,150 N. MERAMEC AVE.,CLAYTON,MO,63105,,,,,,1055
2017,0000068402,5,94-1439553,Valley First Credit Union,1005 W Orangeburg Ave,Modesto,CA,95336,,,,,,106
2017,0000007361,5,83-0173508,Blue Federal Credit Union,PO Box 3200,Cheyenne,WY,82003-3200,,,,,,801
2017,0000014722,3,38-1117940,Union Bank,933 Fourth Ave,Lake Odessa,MI,48849,Union Financial Corporation,933 Fourth Ave,Lake Odessa,MI,48849,114
2017,0000063194,5,82-0217065,IDAHO CENTRAL CREDIT UNION,4400 CENTRAL WAY,CHUBBUCK,ID,83201,,,,,,9141
2017,0000001936,3,43-0169830,COMMUNITY STATE BANK OF MO,117 W CHURCH ST,BOWLING GREEN,MO,63334,,,,,,144
2017,86-0860478,7,86-0860478,"Primary Residential Mortgage,",1480 N 2200 W,Salt Lake City,UT,84116,,,,,,36227
2017,0000011232,3,39-0147920,Bank of Milton,323 Parkview Dr.,Milton,WI,53563,Milton Bancshares Inc.,323 Parkview Dr.,Milton,WI,53563,102
2017,0000013264,3,39-0147840,BANK OF LUXEMBURG,630 MAIN ST,LUXEMBURG,WI,54217,LUXEMBURG BANCSHARES INC,PO BOX 440,LUXEMBURG,WI,54217,365
2017,0000021906,3,64-0560130,PriorityOne Bank,220 Main Avenue North,Magee,MS,39111,,,,,,561
2017,0000013944,5,22-1689167,Riegel Federal Credit Union,515 Milford-Warren Glen Road,Milford,NJ,08848,,,,,,45
2017,0000007910,3,25-0640500,MARS BANK,PO BOX 927,MARS,PA,16046,,,,,,388
2017,0000012716,3,42-0583120,Walcott Trust and Savings Bank,101 W Bryant Street,Walcott,IA,52773,,,,,,79
2017,0000003945,5,95-1654362,UME CREDIT UNION,3000 W MAGNOLIA BLVD,BURBANK,CA,91505,,,,,,104
2017,75-2664846,3,75-2664846,ESB Mortgage Company,815 W Ennis Ave,Ennis,TX,75119,Ennis State Bank,815 W Ennis Ave,Ennis,TX,75119,232
2017,0000018609,3,75-1095067,AMERICAN BANK OF COMMERCE,530 US 62 FRONTAGE RD,WOLFFORTH,TX,79382,Americo Bancshares Inc,PO Drawer 9,Wolfforth,TX,79382,44
2017,71-0232620,7,71-0232620,LOGAN FINANCE CORPORATION,P. O. BOX 551,BLYTHEVILLE,AR,72316,,,,,,25
2017,0000011432,3,64-0134493,CITIZENS BANK,"8077 HWY 178, P.O. BOX 667",BYHALIA,MS,38611,MARSHALL FINANCIAL CORP.,P. O. BOX 667,BYHALIA,MS,38611,165
2017,42-1554181,7,42-1554181,Pulte Mortgage LLC,7390 S. Iola Street,Englewood,CO,80112,"PulteGroup, Inc.","3350 Peachtree Road, NE",Atlanta,GA,30326,19719
2017,20-4515212,7,20-4515212,CapGrow Home Mortgage LLC,16141 Swingley Ridge Road Ste 107,Chesterfield,MO,63017,,,,,,302
2017,0002044811,2,36-3872415,WHEATON BANK & TRUST COMPANY,100 N. Wheaton Avenue,Wheaton,IL,60187,Wintrust Financial Corporation,9700 W Higgins Rd,Rosemont,IL,60018,50
2017,0000010628,3,44-0162350,PREFERRED BANK,PO BOX 8,ROTHVILLE,MO,64676-0008,,,,,,39
2017,0000026575,3,04-1852680,Coastal Heritage Bank,195 Washington St,Weymouth,MA,02188,,,,,,217
2017,0000011462,3,44-0241245,INDEPENDENT FARMERS BANK,PO BOX 128,MAYSVILLE,MO,64469,,,,,,41
2017,0000006627,5,15-0538318,Syracuse Fire Dept Emp FCU,211 Wilkinson St,Syracuse,NY,13204,,,,,,61
2017,38-3434023,7,38-3434023,Cason Home Loans,G3404 Miller Road,Flint,MI,48507,,,,AL,,1697
2017,0000932745,2,38-0519160,First Community Bank,200 East Main Street,Harbor Springs,MI,49740,,,,,,107
2017,0000499453,2,47-0162750,FIRST STATE BANK NEBRASKA,2701 GRAINGER PARKWAY,LINCOLN,NE,68516,,,,,,357
2017,0000067599,5,04-1163260,ALLCOM CREDIT UNION,36 Park Avenue,Worcester,MA,01609,,,,,,39
2017,66-0267388,7,66-0267388,COOPERATIVA DE A\C JESUS OBRER,PMB 159 HC 01 BOX 29030,CAGUAS,PR,00725,,,,,,7
2017,0000004686,5,91-0495464,COULEE DAM FED. CREDIT UNION,402 NORTH COLUMBIA P O BOX 216,COULEE DAM,WA,99116-0216,,,,,,9
2017,0000019195,3,58-0913666,Capital Bank,625 Battlefield Parkway,Fort Oglethorpe,GA,30742,,,,,,71
2017,0000002302,1,34-4186000,FIRST NATIONAL BANK,120 North St,Bellevue,OH,44811,,,,,,150
2017,0000057382,3,65-1107498,Floridian Community Bank,5599 S University Drive,Davie,FL,33328,"Floridian Community Holdings, Inc.",5599 S. University Drive,Davie,FL,33328,57
2017,0000184142,2,38-0746239,LAKESTONE BANK & TRUST,83 W NEPESSING ST,LAPEER,MI,48446,,,,,,249
2017,13-6131491,7,13-6131491,"CALIBER HOME LOANS, INC.",1525 S. BELTLINE ROAD,COPPELL,TX,75019,,,,,,214288
2017,0000009420,3,45-0204870,THE UNION BANK,PO Box 789,Beulah,ND,58523-0789,,,,,,64
2017,0000016479,3,37-0532670,Longview Bank & Trust,202 W Madison Ave,Chrisman,IL,61924,Longview Capital Corporation,116 S Broadway,Newman,IL,61942,41
2017,0000019447,3,42-0893215,KINGSLEY STATE BANK,705 1ST ST PO BOX 66,SERGEANT BLUFF,IA,51054,KINGSLEY BANC CORP,1 E 2ND ST,KINGSLEY,IA,51028,128
2017,0000024861,1,80-0291968,COASTAL CAROLINA NATIONAL BANK,1012 38TH AVE NORTH,MYRTLE BEACH,SC,29577,,,,,,323
2017,0000011492,3,85-0046240,INTERNATIONAL BANK,"200 South Second Street, PO Drawer 1028",Raton,NM,87740,Raton Capital Corporation,200 S 2nd Street,Raton,NM,87740,133
2017,0000017232,3,38-1428856,Sidney State Bank,3016 Sidney,Sidney,MI,48885,Sidney Bancorp,3016 W Sidney,Sidney,MI,48885,91
2017,0000057874,3,20-1022853,Paragon Bank,5400 Poplar Ave 220,Memphis,TN,38119,Paragon Financial Solutions LLC,5400 Poplar Ave Ste 220,Memphis,TN,38119,217
2017,0000491224,9,56-0223230,FIRST-CITIZENS BANK & TRUST CO,4300 Six Forks Road FCC 21,Raleigh,NC,27609,First Citizens-Bank & Trust Co,4300 Six Forks Road FCC21,Raleigh,NC,27609,11524
2017,0000015565,3,37-0399785,First Southern Bank,300 Tower Square Plaza,Marion,IL,62959,Midwest Community Bancshares,P.O. Box 580,Marion,IL,62959,682
2017,0000019645,3,47-0494142,Cass County Bank,2020 W 8th Ave,Plattsmouth,NE,68048,Citizens State Bank,921 Avenue E,Wisner,NE,68791,89
2017,0000021525,3,41-1230620,Cornerstone State Bank,401 4th St N W,Montgomery,MN,56069,,,,,,160
2017,0000068517,5,91-0219005,Verity Credit Union,PO Box 75974,Seattle,WA,98175,,,,,,309
2017,0000022286,1,42-0253805,"AMERICAN BANK, NA",234 5TH AVE SW,LE MARS,IA,51031,"AMBANK COMPANY, INC.",525 N MAIN AVE,SIOUX CENTER,IA,51250,174
2017,95-4539084,7,95-4539084,AmWest Funding Corp.,"6 Pointe Drive, Suite 300",Brea,CA,92821,"AmWest Holdings, LLC.","6 Pointe Drive, Suite 300",Brea,CA,92821,2683
2017,0000059070,3,04-1123040,HarborOne Bank,770 Oak Street,Brockton,MA,02301,,,,,,800
2017,0000057684,3,02-0692334,CedarStone Bank,900 West Main St,Lebanon,TN,37087,"CedarStone Financial, Inc.",PO Box 724,Lebanon,TN,37088,119
2017,0000008470,5,57-0421320,AFCU,PO Box 2427,Anderson,SC,29622,,,,,,2
2017,0000007217,5,13-5617009,Self Reliance (NY) FCU,108 Second Ave,NEW YORK,NY,10003,,,,,,148
2017,0000009327,3,02-0182460,Farmers Merchants Bank and Trust,100 South Main St,Breaux Bridge,LA,70810,,,,,,438
2017,0000068660,5,93-0491115,ROGUE CREDIT UNION,1370 CENTER DRIVE,MEDFORD,OR,97501,,,,,,1235
2017,0000014830,5,95-2212779,EDWARDS FEDERAL CREDIT UNION,44288 10TH STREET,LANCASTER,CA,93534,,,,,,11
2017,0000002477,1,75-0641890,FIRST NATIONAL BANK OF WEATHERFORD,220 PALO PINTO ST,WEATHERFORD,TX,76086,FIRST BAIRD BANCSHARES,4009 AIRPORT FREEWAY,BEDFORD,TX,76021,62
2017,0461607493,7,46-1607496,5 Arch Funding Corp.,19800 MacArthur Blvd Suite 1150,Irvine,CA,92612,5 Arch Group LLC,19800 Marthur Blvd Suite 1150,Irvine,CA,92612,1140
2017,0000000197,3,35-0576710,ALLIANCE BANK,"101 W MONTGOMERY, PO BOX 188",FRANCESVILLE,IN,47946-0188,,,,,,97
2017,0000004878,5,93-0395917,Pacific NW Fed Credit Union,12005 NE Erin Way,Portland,OR,97220,Pacific NW FCU,12005 NE Erin Way,Portland,OR,97220,294
2017,0000009079,3,36-1197840,THE HARVARD STATE BANK,"35 N AYER ST, PO BOX 40",HARVARD,IL,60033,,,,,,142
2017,0000017100,5,75-6056239,Allied Federal Credit Union,200 SE Green Oaks Blvd,Arlington,TX,76018,,,,,,41
2017,7929000008,7,34-1632542,HOME MORTGAGE ASSURED CORP,6000 PARKLAND BLVD,MAYFIELD HTS,OH,44124,,,,,,4224
2017,0000057898,3,20-2110969,FIRST MADISON BANK & TRUST,780 HIGHWAY 29 NORTH,ATHENS,GA,30601,,,,,,85
2017,0000001682,5,35-0885388,F,9520 ormsby station rd suite 20,LOUISVILLE,KY,40223,Evansville Teachers Federal CU,4401 Theater Dr.,Evansville,IN,47716,5216
2017,74-1110065,7,74-1110065,CAPITAL FARM CREDIT,3000 BRIARCREST DRIVE SUITE 601,BRYAN,TX,77802,,,,,,647
2017,1052700008,7,35-2010358,"Tucker Mortgage, LLC","9201 N Meridian St, Ste 200",Indiapolis,IN,46260,,,,,,1162
2017,0000022034,3,37-0987743,First State Bank Of Bloomingto,204 N PROSPECT AVE,BLOOMINGOTN,IL,61704,,,,,,135
2017,0000034384,3,39-1871370,Premier Bank,1004 21st Avenue,Rock Valley,IA,51247,,,,,,236
2017,0000001768,3,94-0672780,MECHANICS BANK,725 Alfred Nobel Drive,Hercules,CA,94547,,,,,,249
2017,0000024410,5,57-0621127,SRP FCU,1070 Edgefield Road,North Augusta,SC,29860,SRP Federal Credit Union,P.O. Box 6730,North Augusta,SC,29861,928
2017,81-0615913,7,81-0615913,Mortgage Management Consultant,"1008 W. Avenue M-4, Ste. H",Palmdale,CA,93551,,,,,,1
2017,0000066840,5,31-1225765,CODE Credit union,355 W Monument Ave,DAYTON,OH,45402,,,,,,132
2017,0000000319,5,53-0207328,DEPARTMENT OF THE INTERIOR FCU,12201 SUNRISE VALLEY DR,RESTON,VA,20192,,,,,,63
2017,0000067541,5,04-1896000,LIBERTY BAY CREDIT UNION,300 GRANITE STREET,BRAINTREE,MA,02184,,,,,,231
2017,1227300009,7,95-4449805,"Metropolitan Home Mortgage, Inc.",4 Park Plaza Suite 800,Irvine,CA,92614,"Metropolitan Home Mortgage, Inc.",4 Park Plaza Suite 800,Irvine,CA,92614,2962
2017,0000019531,3,01-0111800,MACHIAS SAVINGS BANK,4 Center Street,Machias,ME,04654,,,,,,952
2017,0000003218,5,94-1175535,Tulare County Federal Credit Union,300 North K St,Tulare,CA,93274-4008,,,,,,198
2017,0000003413,5,06-0659509,CHARTER OAK FEDERAL CREDIT UNION,1055 HARTFORD TURNPIKE,WATERFORD,CT,06385,,,,,,1195
2017,0000058647,3,32-0211527,First Foundation Bank,"18101 Von Karman Avenue, Suite 750",Irvine,CA,92612,,,,,,601
2017,0000008831,3,41-0257200,First State Bank Sauk Centre,423 Main St S,Sauk Centre,MN,56378,J & B Financial Holdings Inc,80 South 8th St Suite 700,Minneapolis,MN,55402,47
2017,0000020749,5,72-0703414,WESLA Federal Credit Union,PO Box 17770,Shreveport,LA,71138,,,,,,12
2017,0000057554,3,04-3765424,Traditions Bank,109 Second Ave NW,Cullman,AL,35055,,,,,,172
2017,0000005648,5,74-1109899,Gulf Coast Educators Federal Credit Union,5953 Fairmont Parkway,Pasadena,TX,77505,,,,,,326
2017,0003120646,2,76-0714702,PATRIOT BANK,8376 HIGHWAY 51 N,MILLINGTON,TN,38053,,,,,,771
2017,0000066751,5,39-0203995,Landmark Credit Union,5445 S. Westridge Dr.,New Berlin,WI,53151,,,,,,5831
2017,0000276645,2,42-1295132,American State Bank,1000 Jeffreys Dr,Osceola,IA,50213,NA,,,,,110
2017,0000011225,3,39-0272550,First Community Bank,202 Merchant Row,Milton,WI,53563,,,,,,83
2017,0000175609,2,14-0486870,BANK OF MILLBROOK,"PO Box AF, 3263 Franklin Avenue",Millbrook,NY,12545,,,,,,51
2017,0000016201,3,35-0786722,Bank of Wolcott,PO Box 336,Wolcott,IN,47995-0336,,,,,,47
2017,0000034742,2,71-0031220,FIRST WESTERN BANK,401 W WALNUT ST,ROGERS,AR,72756,FIRST WESTERN BANCSHARES,80 W MAIN ST,BOONEVILLE,AR,72927,188
2017,0000020698,3,72-0711760,Southern Heritage Bank,P O Box 8,Jonesville,LA,71343-0008,,,,,,422
2017,61-1140597,7,61-1140597,Mortgage Network Inc.,10529 A Timberwood Circle,Louisville,KY,40223,,,,,,50
2017,0000068471,5,75-0796472,Fort Worth Community Credit Union,1905 Forest Ridge Dr,Bedford,TX,76095-7848,,,,,,219
2017,52-2337558,7,52-2337558,TAYLOR MORRISON HOME FUNDING,495 NORTH KELLER ROAD SUITE 550,MAITLAND,FL,32751,,,,,,6893
2017,0000027078,3,46-0393349,First Bank & Trust,110 N. Minnesota Ave,Sioux Falls,SD,57104,Fishbank Financial,2200 6th St,Brookings,SD,57006,901
2017,0000005579,5,15-6017605,ACCESS FEDERAL CREDIT UNION,6 Franklin Ave,Clinton,NY,13323,,,,,,188
2017,0000009923,3,57-0115230,ANDERSON BROTHERS BANK,101 N MAIN STREET,MULLINS,SC,29574,,,,,,410
2017,0000001039,3,37-0259190,THE BANK OF EDWARDSVILLE,330 W VANDALIA,EDWARDSVILLE,IL,62025,,,,,,1199
2017,0000026588,3,57-0805621,Dedicated Community Bank,202 Cashua Street,Darlington,SC,29532,Darlington County Bancshares,202 Cashua Street,Darlington,SC,29532,41
2017,0000011891,5,25-6051699,Mercer County Community FCU,428 Sharpsville Ave,Sharon,PA,16146,,,,,,45
2017,0000024029,5,06-0844560,SCIENT FEDERAL CREDIT UNION,60 COLVER AVENUE,GROTON,CT,06340,,,,,,168
2017,0000067875,5,04-1448660,Holyoke Credit Union,490 Westfield Road,Holyoke,MA,01040,,,,,,360
2017,22-3932984,7,22-3932984,VINSON MORTGAGE SERVICES INC,12801 FLUSHING MEADOWS DR SUITE 100,SAINT LOUIS,MO,63131,,,,,,1170
2017,0000012346,1,48-0428300,Southwest National Bank,400 E Douglas,Wichita,KS,67202,Republic Financial Corp,2150 N Woodrow,Wichita,KS,67203,129
2017,47-4523507,7,47-4523507,NATION ONE MORTGAGE CORPORATIO,701 Route 73 N Suite 2,Marlton,NJ,08053,,,,,,576
2017,0000700311,1,31-4176480,FAIRFIELD FEDERAL SAVINGS & LOAN ASSOCIATION OF LANCASTER,"111 E. Main Street, PO Box 728",Lancaster,OH,43130,,,,,,320
2017,0000090196,3,04-1178460,BAYCOAST BANK,330 SWANSEA MALL DRIVE,SWANSEA,MA,02777,NARRAGANSETT FINANCIAL CORP.,"330 Swansea Mall Drive, Ste 1",Swansea,MA,02777,1101
2017,76-0780998,7,76-0780998,Option Financial LLC,6551 Harrison Ave,Cincinnati,OH,45247,,,,,,170
2017,0000018175,5,54-0884518,HENRICO FEDERAL CREDIT UNION,9401 WEST BROAD ST,HENRICO,VA,23294,,,,,,142
2017,0000034728,3,62-1730983,Independent Bank,5050 Poplar Avenue STE 2100,Memphis,TN,38157,"Independent Holdings, Inc","5050 Poplar Avenue, Suite 2200",Memphis,TN,38157,467
2017,0000060646,5,01-0146437,COAST LINE CREDIT UNION,333 Cottage Road,South Portland,ME,04106-3919,,,,,,63
2017,0000062245,5,38-1644983,Total Community Credit Union,25155 Goddard Road,Taylor,MI,48180,,,,,,37
2017,0000025679,3,74-2328750,IBC BROWNSVILLE,1600 Ruben Torres Blvd,Brownsville,TX,78521,International Bancshares Corp,1200 San Bernardo Ave,Laredo,TX,78041,44
2017,0000008039,1,62-0201400,First National Bank of Oneida,P.O. Box 950,Helenwood,TN,37755,,,,,,161
2017,0000004900,5,94-1252579,Cooperative Center FCU,2001 Ashby Ave,Berkeley,CA,94703,,,,,,18
2017,0000034386,3,31-1524161,Spring Valley Bank,1206 Springfield Pike,Cincinnati,OH,45215,Spring Valley Bancorp,1206 Springfield Pike,Cincinnati,OH,45215,213
2017,0000018181,5,04-2430894,UMASSFIVE COLLEGE FCU,"200 WESTGATE CENTER DRIVE, PO BOX 1060",HADLEY,MA,01035,,,,,,1665
2017,0000016804,1,59-1846933,MERCANTIL BANK NA,12496 NW 25 Street,Miami,FL,33182,,,,,,313
2017,0000066707,5,39-0900961,Southern Lakes Credit Union,3000 80th Street,Kenosha,WI,53142,,,,,,69
2017,42-1295369,7,42-1295369,"Residential Mortgage Network, Inc.",2461 10th Street Suite 308,Coralville,IA,52241,,,,,,302
2017,0000030464,3,23-0718025,HUNTINGDON VALLEY BANK,1388 W STREET ROAD,WARMINSTER,PA,18974,,,,,,1018
2017,0000015995,3,14-0984880,PCSB BANK,"2651 Strang Blvd., Suite 100, P.O. Box 712",Yorktown Heights,NY,10598,,,,,,166
2017,0003532641,2,20-4091629,Smartbank,2430 Teaster Lane,Pigeon Forge,TN,37863,"SmartFinancial, Inc.","5401 Kingston Pike, #600",Knoxville,TN,37919,494
2017,0000013112,3,35-0564480,Owen County State Bank,201 W Morgan St,Spencer,IN,47460,Owen Financial Corparation,201 W Morgan St,Spencer,IN,47460,362
2017,0000007608,5,95-1767367,CBC FEDERAL CREDIT UNION,2151 E GONZALES RD,OXNARD,CA,93036,,,,,,393
2017,0000064037,5,84-0160254,POWER CREDIT UNION,1615 E EVANS AVE,PUEBLO,CO,81004,,,,,,19
2017,0000023279,5,38-1373106,MSU FEDERAL CREDIT UNION,3777 WEST ROAD,EAST LANSING,MI,48823,,,,,,8962
2017,0000058228,3,20-3977125,BUSINESS FIRST BANK,"500 Laurel Street, Suite 100",Baton Rouge,LA,70801,Business First Bancshares,500 Laurel St Suite 1,Baton Rouge,LA,70801,177
2017,7705300001,7,36-3608295,"KEY MORTGAGE SERVICES, INC.",475 N. MARTINGALE RD. SUITE 100,SCHAUMBURG,IL,60173,BAIRD & WARNER REAL ESTATE,120 S. LASALLE ST SUITE 2000,CHICAGO,IL,60603,2372
2017,0000000929,1,14-0913619,The National Union Bank of Kin,1 Hudson Street,Kinderhook,NY,12106,,,,,,121
2017,0000004076,1,74-0775779,FIRST NATIONAL BANK MCGREGOR,401 S Main,MCGREGOR,TX,76657,MCGREGOR BANCSHARES INC,401 S MANIN,MCGREGOR,TX,76657,246
2017,0000708069,1,76-0090573,Preferred Bank,11757 Katy Freeway Ste. 100,Houston,TX,77055,,,,,,53
2017,0000006269,5,23-1360900,Tri County Area FCU,1550 Medical Drive,Pottstown,PA,19464,,,,,,114
2017,20-2470783,7,20-2470783,"KELLER MORTGAGE, LLC",4725 LAKEHURST CT SUITE 400,DUBLIN,OH,43016,,,,,,1830
2017,0000015185,5,51-0100640,Community Powered FCU,1758 Pulaski Highway,Bear,DE,19701,,,,,,41
2017,0000008904,3,43-1302908,NODAWAY VALLEY BANK,"P. O. Box 7315, 402 N. Belt Hwy",Saint Joseph,MO,64507,"Nodaway Valley Bancshares, Inc.",304 N. Main,Maryville,MO,64468,369
2017,0000022592,5,11-2433592,POLISH & SLAVIC FEDERAL CREDIT,100 MCGUINNESS BLVD,BROOKLYN,NY,11222,,,,,,998
2017,0000433943,2,42-0586885,Washington State Bank,121 S Marion Ave,Washington,IA,52353,WSB Inc,PO Box 311,Washington,IA,52353-0311,301
2017,0000564977,2,99-0056630,TERRITORIAL SAVINGS BANK,PO BOX 1481,HONOLULU,HI,96806,TERRITORIAL BANCORP,"1132 BISHOP STREET, SUITE 2200",HONOLULU,HI,96813,811
2017,0000700450,1,85-0065555,PIONEER BANK,3000 N. MAIN ST. / P. O. BOX 130,ROSWELL,NM,88201,"PIONEER BANCORP, INC.",3000 N. MAIN ST./ P.O. BOX 130,ROSWELL,NM,88201,815
2017,95-4623407,7,95-4623407,Prospect Mortgage LLC,15301 Ventura Blvd Suite D300,Sherman Oaks,CA,91403,,,,,,5299
2017,38-3616059,7,38-3616059,"MEMBER FIRST MORTGAGE, LLC",616 44TH STREET SE,GRAND RAPIDS,MI,49548,,,,,,4988
2017,0000007569,5,38-1440283,DORT FEDERAL CREDIT UNION,9048 HOLLY ROAD,GRAND BLANC,MI,48439,,,,,,917
2017,0000058000,3,20-2538109,Vission Bank,3031 SW Wanamaker Rd,Topeka,KS,66614,,,,,,185
2017,0000022551,3,74-1933015,First Texas Bank,3514 S WS Young Drive,Killeen,TX,76542,,,,,,74
2017,0000704656,1,35-0352590,First Federal Savings and Loan,212  N Franklin,Greensburg,IN,47240,,,,,,128
2017,0000012152,1,73-0177591,"BancCentral, N.A.",PO Box 667,Alva,OK,73717,,,,,,68
2017,0000018592,3,73-0789371,First Bank of Owasso,PO Box 1800,Owasso,OK,74055,,,,,,105
2017,0000017880,3,59-0828474,Citizens State Bank,13840 W. Newberry Rd,Newberry,FL,32669,Perry Banking Company,2000 S. Byron Butler Parkway,Perry,FL,32348,1
2017,0000061093,5,36-6068452,VIBRANT CREDIT UNION,1900 52ND AVE,MOLINE,IL,61265,,,,,,1240
2017,0000020250,3,37-0919766,MARINE BANK,3050 WABASH AVENUE,SPRINGFIELD,IL,62704,,,,,,1389
2017,0000008816,3,52-0453270,QUEENSTOWN BANK OF MARYLAND,P.O. BOX 120,QUEENSTOWN,MD,21658,,,,,,181
2017,0000057954,3,20-1007064,Sumner Bank & Trust,240 W Broadway,Gallatin,TN,37066,,,,,,78
2017,0000000340,3,64-0220430,THE PEOPLES BANK,152 LAMEUSE ST,BILOXI,MS,39530-4214,PEOPLES FINANCIAL CORP,P O BOX 529,BILOXI,MS,39533-0529,141
2017,0000028599,3,91-0346300,OLYMPIA FEDERAL SAVINGS & LOAN,421 CAPITAL WAY S,OLYMPIA,WA,98501,,,,,,674
2017,0000020972,5,72-0719172,ESSENTIAL FEDERAL CREDIT UNION,21925 HWY 1 SOUTH,PLAQUEMINE,LA,70764,,,,,,223
2017,0000024823,3,59-2327185,INTERNATIONAL FINANCE BANK,"777 SW 37TH AVENUE, SUITE 600",MIAMI,FL,33135,,,,,,71
2017,0000004160,3,73-0376185,REGENT BANK,105 N Maple,Nowata,OK,74048,,,,,,203
2017,0000021060,1,93-0208010,"Pioneer Trust Bank, NA",109 Commercial St. NE,Salem,OR,97301,PTB Corp,109 Commercial St. NE,Salem,OR,97301,144
2017,0000065299,5,94-2600376,KEYPOINT CREDIT UNION,2805 BOWERS AVENUE,SANTA CLARA,CA,95051,,,,,,206
2017,0000876634,2,59-3277398,CAPITAL CITY BANK,1828 WEST TENNESSEE STREET,TALLAHASSEE,FL,32304,CAPITAL CITY BANK GROUP,PO BOX 900,TALLAHASSEE,FL,32302,1721
2017,0000014005,1,73-0222325,First Texoma National Bank,220 W Main,Durant,OK,74701,,,,,,96
2017,0000061755,5,38-1796409,Frankenmuth CU,"580 N. Main St., PO Box 209",Frankenmuth,MI,48734,Frankenmuth Credit Union Emplo,580 N. Main St.,Frankenmuth,MI,48734,1430
2017,0000010168,3,41-0610900,First Farmers & Merchants Bank,123 South Fourth Street,Cannon Falls,MN,55009,215 Holding Co.,215 S 11th St.,Minneapolis,MN,55403,278
2017,0000029011,3,34-0394160,MECHANICS BANK,2 SOUTH MAIN STREET,MANSFIELD,OH,44902,,,,,,829
2017,0000000039,3,63-0177390,Robertson Banking Company,216 North Walnut Ave,Demopolis,AL,36732,RBC Inc,216 North Walnut Avenue,Demopolis,AL,36732,165
2017,95-3363852,7,95-3363852,MONARCH FUNDING CORP.,505 S. VILLA REAL DRIVE #216,ANAHEIM,CA,92807,,,,,,170
